Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 2,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,30 - 50,,1 - 3,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",雲嘉南,80 - 100,臭氧,2 - 3,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",中部,80 - 100,臭氧,2 - 3,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",竹苗,65 - 85,臭氧,2 - 3,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",北部,30 - 50,,1 - 3,2016-08-01,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-07-31,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 2,2016-07-31,2016-07-30 12:00
"1.30日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。\r2.31日全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧。北部受擴散條件不良影響，中午期間局部地區臭氧濃度偏高，環保署提醒過敏族群中午期間減少戶外活動；PM2.5指標為低等級。8月1日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,85 - 105,臭氧,1 - 3,2016-07-31,2016-07-30 12:00
