Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",花東,25 - 45,,1 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",宜蘭,30 - 50,,2 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",高屏,40 - 60,懸浮微粒,2 - 4,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",雲嘉南,40 - 60,懸浮微粒,2 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",中部,35 - 55,懸浮微粒,2 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",竹苗,25 - 45,,1 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",北部,30 - 50,,1 - 3,2016-04-13,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",花東,25 - 45,,1 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",高屏,35 - 55,懸浮微粒,2 - 4,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",雲嘉南,35 - 55,懸浮微粒,2 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",中部,30 - 50,,1 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",竹苗,25 - 45,,1 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",北部,30 - 50,,1 - 3,2016-04-12,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",澎湖,20 - 40,,1 - 2,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",金門,20 - 40,,1 - 3,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",馬祖,20 - 40,,1 - 3,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",花東,25 - 45,,1 - 3,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",高屏,35 - 55,懸浮微粒,2 - 3,2016-04-11,2016-04-11 10:30
"1.11日全臺各地及外島PSI多為良好等級；全臺各地PM2.5指標多為低等級。\r2.12日、13日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",雲嘉南,30 - 50,,1 - 3,2016-04-11,2016-04-11 10:30
