Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",花東,35 - 55,臭氧,1 - 3,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",宜蘭,45 - 65,懸浮微粒,2 - 4,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",高屏,60 - 80,懸浮微粒,4 - 8,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",雲嘉南,60 - 80,懸浮微粒,3 - 6,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",中部,55 - 75,懸浮微粒,3 - 6,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",竹苗,50 - 70,懸浮微粒,3 - 6,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",北部,55 - 75,懸浮微粒,3 - 6,2016-04-11,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",花東,30 - 50,,1 - 3,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",宜蘭,45 - 65,懸浮微粒,2 - 4,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",高屏,55 - 75,懸浮微粒,3 - 7,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",雲嘉南,45 - 65,懸浮微粒,3 - 6,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",中部,45 - 65,懸浮微粒,3 - 6,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",竹苗,50 - 70,懸浮微粒,3 - 5,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",北部,55 - 75,懸浮微粒,3 - 6,2016-04-10,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",澎湖,25 - 45,,1 - 3,2016-04-09,2016-04-09 11:30
"1.9日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；雲嘉南地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.10日、11日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。",金門,25 - 45,,1 - 3,2016-04-09,2016-04-09 11:30
