Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",花東,40 - 60,懸浮微粒,2 - 3,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",宜蘭,40 - 60,懸浮微粒,2 - 3,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",高屏,85 - 105,臭氧,6 - 9,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",雲嘉南,65 - 85,臭氧,7 - 9,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",中部,65 - 85,臭氧,6 - 9,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",竹苗,55 - 75,懸浮微粒,5 - 7,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",北部,60 - 80,懸浮微粒,5 - 8,2016-05-04,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",花東,40 - 60,懸浮微粒,2 - 3,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",宜蘭,40 - 60,懸浮微粒,2 - 3,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",高屏,80 - 100,臭氧,3 - 7,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",雲嘉南,65 - 85,臭氧,3 - 5,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",中部,65 - 85,臭氧,2 - 3,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",竹苗,55 - 75,懸浮微粒,2 - 4,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",北部,60 - 80,懸浮微粒,3 - 5,2016-05-03,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",澎湖,60 - 80,臭氧,1 - 3,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",金門,50 - 70,臭氧,2 - 3,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",馬祖,50 - 70,臭氧,2 - 4,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",花東,30 - 50,,1 - 3,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 3,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",高屏,85 - 105,臭氧,3 - 6,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",雲嘉南,60 - 80,懸浮微粒,3 - 6,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",中部,60 - 80,臭氧,2 - 4,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",竹苗,60 - 80,懸浮微粒,3 - 5,2016-05-02,2016-05-02 11:29
"1.2日西半部及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧，東半部則為良好等級；除高屏PM2.5指標為中至高等級外，其他地區PM2.5指標為低至中等級。\r2.3日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；全台PM2.5指標為低至中等級。4日全臺各地及外島地區PSI為普通至不良等級，指標污染物為懸浮微粒及臭氧；西半部地區PM2.5指標為中至高等級，東部地區PM2.5指標為低等級。",北部,60 - 80,懸浮微粒,3 - 6,2016-05-02,2016-05-02 11:29
