Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,30 - 50,,1 - 2,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,70 - 90,懸浮微粒,6 - 9,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,6 - 8,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,4 - 6,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,35 - 55,臭氧,2 - 3,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,35 - 55,臭氧,2 - 3,2016-03-04,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,30 - 50,,1 - 2,2016-03-03,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-03-03,2016-03-02 11:30
"1.2日全臺各地及外島地區PSI為普通等級，指標污染物為懸浮微粒。\r2.2日中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.3日、4日全臺各地PSI為普通等級，指標污染物為懸浮微粒及臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,70 - 90,懸浮微粒,6 - 9,2016-03-03,2016-03-02 11:30
