停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】南投縣埔里鎮清新里,2016/04/22 8:0至2016/05/22 17:30,2016/05/22 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/17~2016/5/23,545南投縣埔里鎮     
【停水區域一】苗栗縣頭份鎮濫坑里 金印山莊地區  (預計施工期4~5個月)建請裝置加壓馬達用水,2016/03/25 19:0至2016/08/31 19:0,2016/3/25至2016/8/31每日下午 07:00以後,623500   628000,2016/3/25~2016/9/1,351苗栗縣頭份鎮     
,,,04-7353883,2016/3/30~2016/7/1,
【停水區域一】台中市北屯區后庄路;四平路;平德路;水湳路;敦化路;松竹路三段;陳平路;同平巷,2016/04/07 8:30至2016/05/06 17:30,2016/05/06 17:30(System.Web.UI.WebControls.TextBox),04-22442469;1910,2016/3/31~2016/5/7,406台中市北屯區     
【停水區域一】台中市大里區停水區域(一)新仁路二段南北雙側至中興路東側、甲堤路西側。(內新里、東昇里) 停水區域(二)新仁路一段南北雙側至甲堤路東側、永豐路西側(立仁里、新仁里)；停水區域(三)好來五街東西側雙向至甲堤路東側、立仁路西側、立新一街北側、新仁路一段南側。(立仁里)；停水區域(四)精美路、街全區至建成路東側、鵬儀路西側。(平安里、建國里) ;水壓降低地區：;停水區域(一)新仁路二段南北雙側至中興路東側、甲堤路西側。(內新里、東昇里) 停水區域(二)新仁路一段南北雙側至甲堤路東側、永豐路西側(立仁里、新仁里)；停水區域(三)好來五街東西側雙向至甲堤路東側、立仁路西側、立新一街北側、新仁路一段南側。(立仁里)；停水區域(四)精美路、街全區至建成路東側、鵬儀路西側。(平安里、建國里) ;水壓降低地區：;鄰近部分水壓降低，水量不足。;鄰近部分水壓降低，水量不足。,2016/04/01 8:30至2016/05/31 17:0,2016/05/31 17:0(System.Web.UI.WebControls.TextBox),04-22442469,2016/4/1~2016/6/1,412台中市大里區     
【停水區域一】南投縣魚池鄉大林村、共和村,2016/04/08 9:0至2016/10/31 18:0,2016/10/31 18:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/4/7~2016/11/1,555南投縣魚池鄉     
【停水區域一】台中市北屯區太原路三段;部子路;東山路一段;三甲路;軍功路;景賢路;祥順二段;建和路二段;環中東路二段;;軍福十一路;軍福十一路;軍福九路;軍福八路;軍福七路;景賢一路;景賢八路,2016/04/06 8:30至2016/05/06 17:30,2016/05/06 17:30(System.Web.UI.WebControls.TextBox),04-22442469;1910,2016/4/9~2016/5/7,406台中市北屯區     
【停水區域一】南投縣埔里鎮清新里,2016/04/13 8:0至2016/05/13 17:30,2016/05/13 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/4/13~2016/5/14,545南投縣埔里鎮     
【區域1】台中市太平區太平路/永成北路/長億六街/長億路/太平三街/長億一街/長億二街/長億二街45巷/長億四街/長億五街/太平五街/等一帶巷弄及鄰近地區水壓降低。,2016/04/16 9:0至2016/05/08 18:30 ,2016/05/08 18:30以後,1910;04-22442469,2016/4/15~2016/5/9,411台中市太平區     
【區域1】台中市太平區太平路/太平三街/長億六街/長億一街/太平一街/長億東二街/長億東三街/長億東五街/及附近一帶巷弄鄰近地區水壓降低。,2016/04/16 9:0至2016/05/08 18:30 ,2016/05/08 18:30以後,1910;04-22442469,2016/4/15~2016/5/9,411台中市太平區     
【區域1】台中市太平區太平路/永成北路/長億六街/長億路/太平三街/長億一街/長億二街/長億二街45巷/長億四街/長億五街/太平五街/等一帶巷弄及鄰近地區水壓降低。,2016/04/16 9:0至2016/05/08 18:30 ,2016/05/08 18:30以後,1910;04-22442469,2016/4/15~2016/5/9,411台中市太平區     
【停水區域一】南投縣南投市南營路452巷、432巷、428巷等處,2016/04/19 8:0至2016/05/10 18:0,2016/05/10 18:0(每日上午8點至下午6點星期一至星期五),0492563505,2016/4/19~2016/5/11,540南投縣南投市     
【停水區域一】彰化縣二水鄉員集路一段,2016/04/19 8:0至2016/05/11 18:0,2016/05/11 18:0(每日上午8點至下午6點),048793211,2016/4/19~2016/5/12,530彰化縣二水鄉     
【停水區域一】台中市西屯區何仁里;何德里;何福里;何源里,2016/04/30 8:0至2016/05/29 17:30,2016/05/29 17:30(每日08:00分至18:30分),04-22442649,2016/4/19~2016/5/30,407台中市西屯區     
【停水區域一】台東縣卑南鄉利嘉村等巷弄,2016/04/25 8:0至2016/05/01 18:0,2016/05/01 18:0(System.Web.UI.WebControls.TextBox),承包商電話:0920-616378(許瀛豪)    監造人員電話:0912-198885(謝明達),2016/4/22~2016/5/2,954台東縣卑南鄉     
【區域1】台中市東區復興路三段/台中路/大智路/大勇路/立德街/大公街/互助街/建德街建成路/立德街/忠孝路/信義路/和平路/及附近一代巷弄。;台中市南區復興路三段/忠明南路/國光路/建成路/南平路/五權南路/學府路/美村路二段/美村南路/復興園路/愛國街/有恆街/公理街/新華街/高院路/福新街/新和街/南平一街/及附近一代巷弄。,2016/05/02 9:0至2016/06/01 18:0【每日上午8點至下午6點 ((非整日停水，僅幹管改接及用戶施作需停水)】,2016/06/01 18:0以後,1910;04-22442469,2016/4/23~2016/6/2,401台中市東區       402台中市南區       
【區域1】台中市東區復興路三段/台中路/大智路/大勇路/立德街/大公街/互助街/建德街建成路/立德街/忠孝路/信義路/和平路/及附近一代巷弄。;台中市南區復興路三段/忠明南路/國光路/建成路/南平路/五權南路/學府路/美村路二段/美村南路/復興園路/愛國街/有恆街/公理街/新華街/高院路/福新街/新和街/南平一街/及附近一代巷弄。,2016/05/02 9:0至2016/06/01 18:0【每日上午8點至下午6點 ((非整日停水，僅幹管改接及用戶施作需停水)】,2016/06/01 18:0以後,1910;04-22442469,2016/4/23~2016/6/2,401台中市東區       402台中市南區       
【停水區域一】彰化縣彰化市彰鹿路120巷、彰鹿路168巷,2016/04/25 10:0至2016/05/13 18:0,2016/05/13 18:0(上午8點至下午6點),04-7353883,2016/4/25~2016/5/14,500彰化縣彰化市     
【停水區域一】南投縣埔里鎮珠格里、溪南里,2016/04/26 8:0至2016/05/31 17:0,2016/05/31 17:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/4/25~2016/6/1,545南投縣埔里鎮     
【停水區域一】桃園市八德區瑞德里。;桃園市大溪區仁善里、仁義里、僑愛里。,2016/05/05 20:0(5/3~5每日上午9時起至下午20時止),2016/05/05 20:0(System.Web.UI.WebControls.TextBox),免付費服務電話：1910    大溪服務所:03-4711836    桃園服務所:03-3346128,2016/4/26~2016/5/6,334桃園市八德區     335桃園市大溪區     
【停水區域一】新北市土城區中央路四段125巷全部、中央路四段165巷全部、中央路四段185巷全部(以上含單雙號及巷弄),2016/04/20 9:0至2016/05/20 17:0,2016/05/20 17:0(上午9點至下午5點),02-22655172,2016/4/26~2016/5/21,236新北市土城區     
【停水區域一】台中市烏日區東園里溪南路一段18巷.126巷.238巷.460巷.506巷.慶光路868巷,2016/04/13 8:30至2016/05/06 17:30,2016/05/06 17:30(每日上午8點30分至下午5點 30分),04-23381614,2016/4/26~2016/5/7,414台中市烏日區     
【停水區域一】高雄市大樹區竹寮里(竹寮路601~724號、竹寮路900~966號、竹寮路150-1~165-2號),2016/05/04 8:30至2016/05/24 18:30,2016/05/24 18:30(08時30分至18時30分),1910,2016/4/27~2016/5/25,840高雄市大樹區     
【停水區域一】台中市烏日區光明里.九德里.仁德里.烏日里.湖日里.三和里.榮泉里.前竹里.五光里,2016/04/27 21:0至2016/05/03 4:0,2016/05/03 4:0(每日晚間9點~早上 4點),04-23381614,2016/4/27~2016/5/4,414台中市烏日區     
【停水區域一】屏東縣新園鄉港西村,2016/05/03 8:0至2016/05/31 19:0,2016/5/3至2016/5/31每日下午 07:00以後,08-8325550,2016/4/28~2016/6/1,932屏東縣新園鄉     
【停水區域一】屏東縣泰武鄉武潭村;萬巒鄉/新厝村,2016/05/02 8:0至2016/05/31 18:0,2016/5/2至2016/5/31每日下午 06:00以後,08-8325550,2016/4/28~2016/6/1,921屏東縣泰武鄉     
【停水區域一】台中市西屯區台中市西屯區;協和南巷;協和北巷;朝馬路;安和路;水尾巷;安和二街;安和三街;福玄路;安和東路及附近一帶巷弄,2016/04/21 8:30至2016/05/21 18:30,2016/05/21 18:30(),0422442469,2016/4/28~2016/5/22,407台中市西屯區     
【停水區域一】台中市西屯區台中市西屯區;安和路(台灣大道四段以南路段)、忠勇路(五權西路三段以北路段)、朝馬路(國道1以西路段)、水尾巷以東、協和北巷、協和南巷、(協和里、福和里);安和二街;安和三街;福玄路;安和東路及附近一帶巷弄,2016/04/21 8:30至2016/05/21 18:30,2016/4/21至2016/5/21每日下午 06:30以後,0422442469,2016/4/28~2016/5/22,407台中市西屯區     
【停水區域一】台中市烏日區前竹里;中山路一段;中山路一段和平巷;中山路一段和平巷150弄;中山路一段仁義街;中山路一段229巷;中山路一段265巷;環中路六段.,2016/04/30 8:30至2016/05/31 18:0,2016/05/31 18:0(每日上午8點30分至下午6點),04-23381614,2016/4/29~2016/6/1,414台中市烏日區     
【停水區域一】台中市西區公益路以南、向上路以北、模範街以東及民權路以西包圍範圍,2016/05/01 9:0至2016/05/31 18:30,2016/05/31 18:30(每日上午9點至下午6點30分),1910.22442469,2016/4/29~2016/6/1,403台中市西區       
【停水區域一】彰化縣秀水鄉秀水村;彰化縣花壇鄉劉厝村、崙雅村等一帶,2016/04/29 10:30至2016/05/13 18:0,2016/05/13 18:0(每日上午8點至下午6點),監工朱延清04-7245031*312、承包商振益水電工業股份有限公司許昱澤0910-537813,2016/4/29~2016/5/14,504彰化縣秀水鄉     503彰化縣花壇鄉     
【停水區域一】彰化縣竹塘鄉田頭村;彰化縣埤頭鄉庄內村,2016/05/03 8:0至2016/05/13 18:0,2016/05/13 18:0(每日上午8點至下午6點),工務課蘇健源04-7245031*302 、廣鎰工程有限公司施閔祥0975-267579,2016/4/29~2016/5/14,525彰化縣竹塘鄉     523彰化縣埤頭鄉     
【停水區域一】桃園市桃園區中成里、中埔里、西埔里。;桃園市蘆竹區上竹里。,2016/05/11 8:0至2016/05/12 2:0,2016/05/12 2:0(),免付費服務電話：1910  桃園服務所:03-3346128,2016/4/29~2016/5/13,330桃園市桃園區     338桃園市蘆竹區     
