Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,25 - 45,,1 - 3,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,70 - 90,懸浮微粒,8 - 10,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,7 - 10,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,5 - 9,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,45 - 65,懸浮微粒,3 - 6,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,50 - 70,懸浮微粒,3 - 6,2016-03-07,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,20 - 40,,1 - 3,2016-03-06,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-03-06,2016-03-05 10:59
"1.5日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.5日中南部地區及金門PM2.5指標為中至高等級以上，其他地區PM2.5指標為低至中等級。\r3.6日、7日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,65 - 85,懸浮微粒,7 - 10,2016-03-06,2016-03-05 10:59
