停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
湖口鄉：新竹工業區東區全部、湖口鄉中正、信義、信勢、孝勢、中勢、愛勢、仁勢、湖南、勝利、鳳山、中興、波羅、湖鏡村、湖口村一帶。,105年2月27日9時起,105年2月27日19時止,1910、湖口營運所：03-5981603,2016/2/19~2016/3/1,303新竹縣湖口鄉     
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】南投縣竹山鎮民生巷、沉潭巷及其部分巷道,2015/10/13 14:0至2016/02/29 18:0,2016/02/29 18:0以後,0492642074,2015/12/7~2016/3/1,557南投縣竹山鎮     557南投縣竹山鎮     
【停水區域一】嘉義縣中埔鄉金蘭村;裕民村;義仁村,2015/12/14 8:0至2016/03/15 19:0,2016/03/15 19:0以後,05-2611075,2015/12/30~2016/3/16,606嘉義縣中埔鄉     
,,,04-7353883,2016/1/4~2016/4/1,
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/02/15 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】南投縣仁愛鄉大同村,2016/01/29 21:0至2016/02/27 8:0,2016/02/27 8:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/1/28~2016/2/28,546南投縣仁愛鄉     
【停水區域一】台中市大肚區王田里.福山里含柏昇工業區,2016/02/04 8:0至2016/03/04 17:30,2016/03/04 17:30(System.Web.UI.WebControls.TextBox),26312127,2016/2/4~2016/3/5,432台中市大肚區     
【停水區域一】雲林縣虎尾鎮新吉里,2016/02/21 8:0至2016/03/21 18:0,2016/03/21 18:0(System.Web.UI.WebControls.TextBox),056322047,2016/2/16~2016/3/22,632雲林縣虎尾鎮     
【停水區域一】彰化縣秀水鄉秀水村;彰化縣花壇鄉劉厝村、崙雅村等一帶,2016/02/18 8:0至2016/03/03 18:0,2016/03/03 18:0(System.Web.UI.WebControls.TextBox),監工朱延清04-7245031*312、承包商振益水電工業股份有限公司許昱澤0910-537813,2016/2/18~2016/3/4,504彰化縣秀水鄉     503彰化縣花壇鄉     
【停水區域一】彰化縣彰化市互助街;一心南街;一心新村;一心東街;一德南路,2016/02/19 8:0至2016/02/29 18:0,2016/02/29 18:0(System.Web.UI.WebControls.TextBox),04-7353883,2016/2/18~2016/3/1,500彰化縣彰化市     
【停水區域一】南投縣埔里鎮珠格里、溪南里,2016/02/23 8:0至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/4/22,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮大城里、西門里,2016/02/23 8:0至2016/04/30 17:30,2016/04/30 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/5/1,545南投縣埔里鎮     
【停水區域一】台中市大里區立仁里;新仁里;內新里;東昇里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;新仁路一段;新平路一段;新平路二段;精美一街;精美路,2016/02/23 8:30至2016/03/31 17:30,2016/03/31 17:30(System.Web.UI.WebControls.TextBox),04-22442469,2016/2/19~2016/4/1,412台中市大里區     411台中市太平區     
【停水區域一】台中市龍井區龍崗、竹坑、龍泉及山腳里等四里位於沙田路四至六段路邊住戶。,2016/02/22 9:0至2016/02/27 17:0,2016/02/27 17:0(System.Web.UI.WebControls.TextBox),04-26312127 (0910587305),2016/2/20~2016/2/28,434台中市龍井區     
【停水區域一】彰化縣埤頭鄉新庄村;新庄路;光華路,2016/02/23 8:0至2016/03/07 18:0,2016/03/07 18:0(System.Web.UI.WebControls.TextBox),04-8882073     0912975533,2016/2/22~2016/3/8,523彰化縣埤頭鄉     
【停水區域一】台中市西屯區河南路三段、臺灣大道三段、惠中路一段、惠來路二段、市政北七路、朝富路等包含附近巷弄,2016/03/01 8:30至2016/03/01 16:0,2016/3/1至2016/3/1每日下午 04:00以後,22210169,2016/2/22~2016/3/2,407台中市西屯區     
