Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",高屏,35 - 55,懸浮微粒,2 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",雲嘉南,40 - 60,懸浮微粒,2 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",中部,45 - 65,臭氧,2 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",竹苗,50 - 70,臭氧,2 - 3,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",北部,75 - 95,臭氧,2 - 4,2016-05-27,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 3,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",高屏,40 - 60,懸浮微粒,3 - 5,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",雲嘉南,50 - 70,臭氧,2 - 4,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",中部,65 - 85,臭氧,2 - 4,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",竹苗,55 - 75,臭氧,2 - 3,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",北部,60 - 80,臭氧,2 - 4,2016-05-26,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",澎湖,35 - 55,臭氧,1 - 3,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",金門,50 - 70,懸浮微粒,4 - 6,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",馬祖,65 - 85,懸浮微粒,6 - 9,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 2,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",高屏,55 - 75,臭氧,2 - 5,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",雲嘉南,45 - 65,臭氧,2 - 4,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",中部,45 - 65,臭氧,2 - 4,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",竹苗,30 - 50,,2 - 3,2016-05-25,2016-05-25 12:00
"1.25日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒。馬祖及金門地區PM2.5指標為中至高等級，其他地區為低至中等級。\r2.26日及27日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧。全臺各地及外島地區PM2.5指標為低至中等級。",北部,35 - 55,懸浮微粒,2 - 3,2016-05-25,2016-05-25 12:00
