停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
三義鄉西湖村、勝興村。,105年6月7日上午9時起,105年6月7日下午17時止,1910、通霄銅鑼營運所：037-986206,2016/5/27~2016/6/8,367苗栗縣三義鄉     
新北市淡水區:<BR>埤島里、義山里、興仁里、賢孝里、屯山里含各巷弄<BR>新北市淡水區:<BR>直接用水及近市區部份偏高邊遠地區等一帶水壓降低。<BR>,105年6月7日9時,105年6月7日19時,（02）2621-2267、2621-3170,2016/5/31~2016/6/7,251新北市淡水區     
新北市淡海區坪頂里、八勢里、竿蓁里、油車里、沙崙里、大庄里學府里、幸福里、中興里、長庚里、清文里、鄧公里等停水；崁頂里、新民里、水碓里、新民里、新義里、新興里、正德里、北投里等地區水壓降低。,105年06月06日13時,105年06月06日24時,（02）2621-3170淡水營運所,2016/6/4~2016/6/7,251新北市淡水區     
新北市地區：貢寮區、雙溪區、瑞芳區/濱海地區：鼻頭里、濂新里、濂洞里、南雅里、海濱里、瑞濱里、深澳里、福住里、崇文里、基山里、頌德里、永慶里、新山里、銅山里、石山里、瓜山里；<BR>基隆市地區：信義區、中正區；仁愛區/仁德里、水錦里、玉田里、和明里、忠勇里、林泉里、花崗里等水壓降低。,105年6月15日7時,105年6月16日6時,02-24941800貢雙營運所、02-24972411瑞芳營運所；02-24252103基隆服務所,2016/6/6~2016/6/16,228新北市貢寮區     227新北市雙溪區     224新北市瑞芳區     202基隆市中正區     201基隆市信義區     200基隆市仁愛區     
新北市/貢寮區、雙溪區、<BR>瑞芳地區：濱海地區：鼻頭里、濂新里、濂洞里、南雅里、海濱里、瑞濱里、深澳里、福住里、崇文里、基山里、頌德里、永慶里、新山里、銅山里、石山里、瓜山里。<BR>,105年6月15日上午7時,105年6月16日上午6時,貢雙所(02)24941820;瑞芳所(02)24972006;基隆所(02)24245200,2016/6/8~2016/6/16,200基隆市仁愛區     201基隆市信義區     202基隆市中正區     224新北市瑞芳區     227新北市雙溪區     228新北市貢寮區     
【停水區域一】苗栗縣頭份鎮濫坑里 金印山莊地區  (預計施工期4~5個月)建請裝置加壓馬達用水,2016/03/25 19:0至2016/08/31 19:0,2016/3/25至2016/8/31每日下午 07:00以後,623500   628000,2016/3/25~2016/9/1,351苗栗縣頭份鎮     
,,,04-7353883,2016/3/30~2016/7/1,
【停水區域一】南投縣魚池鄉大林村、共和村,2016/04/08 9:0至2016/10/31 18:0,2016/10/31 18:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/4/7~2016/11/1,555南投縣魚池鄉     
【停水區域一】台中市太平區太平路/永成北路/長億六街/長億路/太平三街/長億一街/長億二街/長億二街45巷/長億四街/長億五街/太平五街/等一帶巷弄及鄰近地區水壓降低。,2016/05/09 9:0至2016/06/08 18:30,2016/06/08 18:30(),1910;04-22442469,2016/5/3~2016/6/9,411台中市太平區     
【停水區域一】台中市太平區太平路/太平三街/長億六街/長億一街/太平一街/長億東二街/長億東三街/長億東五街/及附近一帶巷弄鄰近地區水壓降低。,2016/05/09 9:0至2016/06/08 18:30,2016/06/08 18:30(),1910;04-22442469,2016/5/3~2016/6/9,411台中市太平區     
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/06/30 18:0,2016/06/30 18:0(每日上午8點30分至下午6點（星期例假日及下雨天不施工）),049-2762076#203,2016/5/4~2016/7/1,553南投縣水里鄉     
【停水區域一】台中市北屯區后庄路;四平路;平德路;水湳路;敦化路;松竹路三段;陳平路;同平巷,2016/05/07 8:30至2016/06/06 17:30,2016/06/06 17:30(每日上午8點30分至下午5點30分),04-22442469;1910,2016/5/18~2016/6/7,406台中市北屯區     
【停水區域一】台中市西屯區台中市/西屯區/台中市西屯區;安和路(台灣大道四段以南路段)、忠勇路(五權西路三段以北路段)、朝馬路(國道1以西路段)、水尾巷以東、協和北巷、協和南巷、(協和里、福和里);安和二街;安和三街;福玄路;安和東路及附近一帶巷弄,2016/05/21 8:30至2016/06/21 17:30,2016/06/21 17:30(),04-22442469,2016/5/20~2016/6/22,407台中市西屯區     
【停水區域一】台東縣大武鄉大武村;大鳥村;尚武村,2016/05/23 9:10至2016/07/23 18:0,2016/07/23 18:0(每日上午8點分至下午6點),089-782902,2016/5/23~2016/7/24,965台東縣大武鄉     
【停水區域一】台中市北屯區太原路三段;部子路;東山路一段;三甲路;軍功路;景賢路;祥順二段;建和路二段;環中東路二段;;軍福十一路;軍福十一路;軍福九路;軍福八路;軍福七路;景賢一路;景賢八路,2016/05/07 8:30至2016/06/06 17:30,2016/06/06 17:30(每日上午8點30分至下午5點30分),04-22442469;1910,2016/5/23~2016/6/7,406台中市北屯區     
【停水區域一】屏東縣高樹鄉舊庄村;舊庄村,2016/05/25 8:0至2016/06/13 18:0,2016/06/13 18:0(:每日上午8點至下午6點),087962041,2016/5/25~2016/6/14,906屏東縣高樹鄉     
【停水區域一】南投縣南投市南投縣南投市新興路、南新路、力行1~5街(含巷弄).水壓降低大埤街含巷弄.,2016/05/26 8:0至2016/06/13 18:0,2016/06/13 18:0(),0492563505,2016/5/26~2016/6/14,540南投縣南投市     
【停水區域一】台中市北屯區后庄路;四平路;平德路;水湳路;敦化路;松竹路三段;陳平路;同平巷,2016/05/07 8:30至2016/06/06 17:30,2016/06/06 17:30(每日上午8點30分至下午5點30分),04-22442469;1910,2016/5/26~2016/6/7,406台中市北屯區     
【停水區域一】彰化縣溪湖鎮大突里;湖西里,2016/05/30 9:0至2016/06/10 18:0,2016/06/10 18:0(每日上午9點至下午6點),04-8851778,2016/5/27~2016/6/11,514彰化縣溪湖鎮     
【停水區域一】高雄市橋頭區仕隆里;仕豐里,2016/05/30 8:30至2016/06/13 18:0,2016/06/13 18:0(於5/30至6/13日每日上午8點30分至下午18點),07-6222814,2016/5/27~2016/6/14,825高雄市橋頭區     
【停水區域一】屏東縣新園鄉五房村,2016/05/30 8:0至2016/06/30 19:0,2016/06/30 19:0(),08-8325550,2016/5/27~2016/7/1,932屏東縣新園鄉     
【停水區域一】台中市南屯區忠勇路(協和南巷以南，五權西路三段以北)雙側，五權西路三段(高速公路以西、文山北巷以東)，寶山里等附近一帶巷弄。,2016/05/30 8:30至2016/06/23 17:30,2016/5/30至2016/6/23每日下午 05:30以後,0422442469,2016/5/27~2016/6/24,408台中市南屯區     
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016-05-31 19:00至2016-06-30 23:00,2016-06-30 23:00(每日晚上7點至晚上11點),26312127,2016/6/1~2016/7/1,433台中市沙鹿區     434台中市龍井區     
【停水區域一】宜蘭縣宜蘭市北迴鐵路以東;環市東路2段;陽明2段以西;校舍路;女中路1段以南;縣民大道2段以北,2016-06-06 13:00至2016-06-06 17:00,2016-06-06 17:00(),客服電話1910深溝廠039233017廠商電話程三郎0963083181,2016/6/2~2016/6/7,260宜蘭縣宜蘭市     
【停水區域一】宜蘭縣宜蘭市陽明2路以東;東港路;校舍路以西南;女中路1段以北等範圍自來水用戶,2016-06-06 13:00至2016-06-06 17:00,2016-06-06 17:00(),客服電話1910深溝廠039233017廠商電話程三郎0963083161,2016/6/2~2016/6/7,260宜蘭縣宜蘭市     
【停水區域一】宜蘭縣宜蘭市宜興路1號到73號,2016-06-07 13:00至2016-06-07 17:00,2016-06-07 17:00(),9323255,2016/6/2~2016/6/8,260宜蘭縣宜蘭市     
【停水區域一】宜蘭縣宜蘭市復興路ㄧ段6號~16號，中山路二段187巷 179巷 中華路２３巷 中華路３巷,2016-06-08 13:00至2016-06-08 17:00,2016-06-08 17:00(),9323255,2016/6/3~2016/6/9,260宜蘭縣宜蘭市     
【停水區域一】台中市西屯區環中路三段、臺灣大道三段、黎明路二段、朝馬路等包含附近各巷弄(潮洋里)。,2016-06-14 08:30至2016-06-14 16:00,2016-06-14 16:00(),22210169,2016/6/3~2016/6/15,407台中市西屯區     
【停水區域一】台中市西屯區上墩路、漢翔路、黎明路三段、上墩西街、上墩東街、福星西路等包含附近各巷弄(西墩里)。,2016-06-16 08:30至2016-06-16 16:00,2016-06-16 16:00(),22210169,2016/6/3~2016/6/17,407台中市西屯區     
【停水區域一】宜蘭縣冬山鄉義成路二段283號至387號,2016-06-06 13:00至2016-06-06 17:00,2016-06-06 17:00(),0953776969,2016/6/3~2016/6/7,269宜蘭縣冬山鄉     
【停水區域一】台中市西屯區福瑞街、福科路、福聯街、福聯街15巷、福順路等包含附近各巷弄(福聯里)。,2016/06/23 8:30至2016/06/23 16:0,2016/06/23 16:0(),22210169,2016/6/4~2016/6/24,407台中市西屯區     
【停水區域一】台中市烏日區前竹里;中山路一段;中山路一段和平巷;中山路一段和平巷150弄;中山路一段仁義街;中山路一段協心巷;中山路一段229巷;中山路一段265巷;環中路六段.光明路299巷.,2016/04/30 8:30至2016/06/21 18:0,2016/06/21 18:0(每日上午8點30分至下午6點),04-23381614,2016/6/4~2016/6/22,414台中市烏日區     
【停水區域一】嘉義市西區文化路287號至355號、國華街296號至326號、林森西路268巷、296巷、國華街351巷、371巷。;林森西路172號至420號、國華里382號至366號、國華里342號至362號。,2016/06/13 8:0至2016/06/23 18:0,2016/06/23 18:0(每日早上8點到下午6點，辦理自來水管線連結施工，埋設ψ100mm DIP及ψ300mm DIP自來水管線，暫停供水。(正常下午6點供水，惟管線末端用戶可能因水流時間延至下午8點供水)。),0972503183現場人員、0978060558主辦人員、0937356577工地負責人,2016/6/4~2016/6/24,600嘉義市西區       
【停水區域一】台南市後壁區嘉苳里;頂安里,2016/06/06 9:0至2016/06/06 12:0,2016/06/06 12:0(上午8點至上午12點),06-6852135,2016/6/4~2016/6/7,731台南市後壁區     
【停水區域一】台南市白河區關嶺里,2016/06/06 13:0至2016/06/06 17:0,2016/06/06 17:0(下午13點至下午17點),6852135,2016/6/4~2016/6/7,732台南市白河區     
【停水區域一】新北市淡水區埤島里;義山里;賢孝里;興仁里;屯山里,2016/06/06 9:0至2016/06/07 19:0,2016/06/07 19:0(9AM-7PM),(02)26212267,2016/6/4~2016/6/8,251新北市淡水區     
【停水區域一】桃園市八德區福僑街,2016/06/06 9:0至2016/06/08 18:0,2016/06/08 18:0(每日上午9點至下午6點),3346128,2016/6/4~2016/6/9,334桃園市八德區     
【停水區域一】桃園市八德區福僑街,2016/06/13 9:0至2016/06/18 18:0,2016/06/18 18:0(每日上午9點至下午6點),3346128,2016/6/4~2016/6/19,334桃園市八德區     
【停水區域一】高雄市湖內區葉厝里;逸賢里;海埔里;忠興里;文賢里;太爺里;公館里;中賢里,2016/06/07 10:0至2016/06/07 18:0,2016/06/07 18:0(),07-6934819,2016/6/4~2016/6/8,829高雄市湖內區     
【區域1】高雄市小港區中厝里;桂林里;坪頂里(高坪特定區)及附近一帶,2016/06/03 8:0至2016/06/07 23:59 ,2016/06/07 23:59以後,07-7883714,2016/6/4~2016/6/8,812高雄市小港區     
【區域1】高雄市小港區中厝里;桂林里;坪頂里(高坪特定區)及附近一帶,2016/06/03 8:0至2016/06/07 23:59 ,2016/06/07 23:59以後,07-7883714,2016/6/4~2016/6/8,812高雄市小港區     
【停水區域一】高雄市鳳山區福安一街109巷、福安一街、五福路等附近一帶 水壓降低。,2016/06/04 18:0至2016/06/06 23:0,2016/06/06 23:0(),7883714,2016/6/4~2016/6/7,830高雄市鳳山區     
