Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 2,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",高屏,55 - 75,懸浮微粒,3 - 6,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",雲嘉南,55 - 75,懸浮微粒,3 - 6,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",中部,45 - 65,懸浮微粒,3 - 5,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",竹苗,35 - 55,懸浮微粒,2 - 3,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",北部,35 - 55,懸浮微粒,2 - 3,2016-05-23,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 2,2016-05-22,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-05-22,2016-05-21 12:00
"1.21日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。中南部地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r2.22日及23日全臺各地及離島地區PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地及離島地區PM2.5指標為低至中等級。",高屏,50 - 70,懸浮微粒,3 - 6,2016-05-22,2016-05-21 12:00
