停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
公館鄉鶴岡村、鶴山村、尖山村等地區。,105年3月22日起,105年3月23日止(每日上午9時至下午17時，每日計8小時，晚上恢復供水)。,1910、 苗栗營運所：037-320334,2016/3/15~2016/3/24,363苗栗縣公館鄉     
湖口鄉：湖口鄉湖南、勝利、鳳山、中興村。,105年3月26日08時起,105年3月26日19時止,1910、湖口營運所：03-5981603,2016/3/17~2016/3/28,303新竹縣湖口鄉     
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
,,,04-7353883,2016/1/4~2016/4/1,
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/02/15 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】南投縣埔里鎮珠格里、溪南里,2016/02/23 8:0至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/4/22,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮大城里、西門里,2016/02/23 8:0至2016/04/30 17:30,2016/04/30 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/5/1,545南投縣埔里鎮     
【停水區域一】台中市大里區立仁里;新仁里;內新里;東昇里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;新仁路一段;新平路一段;新平路二段;精美一街;精美路,2016/02/23 8:30至2016/03/31 17:30,2016/03/31 17:30(System.Web.UI.WebControls.TextBox),04-22442469,2016/2/19~2016/4/1,412台中市大里區     411台中市太平區     
【停水區域一】台東縣大武鄉南興村,2016/02/23 15:0至2016/03/31 17:0,2016/03/31 17:0(System.Web.UI.WebControls.TextBox),089-782902,2016/2/23~2016/4/1,965台東縣大武鄉     
【停水區域一】雲林縣土庫鎮西平里;南平里;後埔里;光榮路二段,2016/03/01 8:0至2016/03/31 18:0,2016/03/31 18:0(System.Web.UI.WebControls.TextBox),05-6622545  陳祐銓0921-350781 范雅聞0911-155483,2016/2/26~2016/4/1,633雲林縣土庫鎮     
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。;台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016/02/26 19:0至2016/03/31 23:0,2016/03/31 23:0(System.Web.UI.WebControls.TextBox),26312127,2016/2/26~2016/4/1,433台中市沙鹿區     434台中市龍井區     
【停水區域一】南投縣草屯鎮四維巷.八德巷(凡爾賽宮社區),2016/03/04 9:0至2016/03/31 17:0,2016/03/31 17:0(System.Web.UI.WebControls.TextBox),0492563505,2016/3/3~2016/4/1,542南投縣草屯鎮     
【停水區域一】南投縣仁愛鄉大同村,2016/03/04 21:0至2016/03/31 8:0,2016/03/31 8:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/4~2016/4/1,546南投縣仁愛鄉     
【停水區域一】台中市潭子區潭興路三段;興華一路;興華二路;中山路二段283巷;中山路241巷,2016/03/09 8:0至2016/03/22 17:0,2016/03/22 17:0(System.Web.UI.WebControls.TextBox),04-25722643豐原給水廠,2016/3/4~2016/3/23,427台中市潭子區     
【停水區域一】台中市北屯區太原路三段;部子路;東山路一段;三甲路;軍功路;景賢路;祥順二段;建和路二段;環中東路二段;;軍福十一路;軍福十一路;軍福九路;軍福八路;軍福七路;景賢一路;景賢八路,2016/03/07 8:30至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),04-22442469;1910,2016/3/7~2016/4/22,406台中市北屯區     
【停水區域一】南投縣竹山鎮竹山里;桂林里;中山里;中正里;雲林里;延和里.中崎里.竹圍里,2016/03/07 9:0至2016/03/25 20:0,2016/03/25 20:0(System.Web.UI.WebControls.TextBox),049-2642074,2016/3/9~2016/3/26,557南投縣竹山鎮     
【停水區域一】台中市西區模範街(公益路-向上路一段間)、民生北路(公益路-向上路一段間)、民權路(公益路-向上路一段間)、(模範街-民權街間)、向上路一段(模範街-民權街間)、大和路(公益路-向上路一段間)、民權路213巷(公益路-向上路一段間)、民權路233巷、民權路229巷、民權路225巷、民權路217巷、民權路213巷、模範街40巷、模範街34巷、模範街12巷等周遭巷道,2016/03/14 9:0至2016/03/31 18:30,2016/03/31 18:30(System.Web.UI.WebControls.TextBox),1910.22442469,2016/3/9~2016/4/1,403台中市西區       
【停水區域一】南投縣中寮鄉內城村;永和村;永芳村;清水村;爽文村;龍安村;龍岩村;龍南路;龍草路;鄉林巷(水壓低至無水),2016/03/09 17:0至2016/03/31 23:59,2016/3/9至2016/3/31每日下午 11:59以後,049-2563505,2016/3/9~2016/4/1,541南投縣中寮鄉     
【區域1】台中市太平區太平路/永成北路/長億六街/長億路/太平三街/長億一街/長億二街/長億二街45巷/長億四街/長億五街/太平五街/等一帶巷弄及鄰近地區水壓降低。,2016/03/15 9:0至2016/04/14 18:30 ,2016/04/14 18:30以後,1910;04-22442469,2016/3/10~2016/4/15,411台中市太平區     
【區域1】台中市太平區太平路/太平三街/長億六街/長億一街/太平一街/長億東二街/長億東三街/長億東五街/及附近一帶巷弄鄰近地區水壓降低。,2016/03/15 9:0至2016/04/14 18:30 ,2016/04/14 18:30以後,1910;04-22442469,2016/3/10~2016/4/15,411台中市太平區     
【區域1】台中市太平區太平路/太平三街/長億六街/長億一街/太平一街/長億東二街/長億東三街/長億東五街/及附近一帶巷弄鄰近地區水壓降低。,2016/03/15 9:0至2016/04/14 18:30 ,2016/04/14 18:30以後,1910;04-22442469,2016/3/10~2016/4/15,411台中市太平區     
【停水區域一】彰化縣伸港鄉埤墘路全部,2016/03/15 9:30至2016/03/29 17:0,2016/03/29 17:0(System.Web.UI.WebControls.TextBox),04-7353883,2016/3/15~2016/3/30,509彰化縣伸港鄉     
【停水區域一】新北市林口區湖南里、中湖里、菁湖里、;湖北里、太平里、西林里等。;停水里內之停水路段：文化一路二段單號161號~345號、雙號36號~360號；文化二路二段單號75號~551號、雙號126號~550號；文化三路二段雙號306號~798號；中山路單號143號~319號、雙號220號~566號；中正路單號419號~561號、雙號334號~514號；仁愛路二段雙號8號~50號；民享路；竹林一路；寶林路；中北一、二、三街；中南一街；中華一路；湖子路；後湖路；中湖路；中華路；林口路；竹林路；佳林路等(以上均含巷弄﹚,2016/03/30 8:0至2016/03/30 21:0,2016/03/30 21:0(System.Web.UI.WebControls.TextBox),免付費服務電話：1910    林口服務所:02-26031880,2016/3/16~2016/3/31,244新北市林口區     
【停水區域一】彰化縣秀水鄉秀水村;彰化縣花壇鄉劉厝村、崙雅村等一帶,2016/03/17 8:0至2016/03/31 18:0,2016/03/31 18:0(System.Web.UI.WebControls.TextBox),監工朱延清04-7245031*312、承包商振益水電工業股份有限公司許昱澤0910-537813,2016/3/17~2016/4/1,504彰化縣秀水鄉     503彰化縣花壇鄉     
【區域1】宜蘭縣宜蘭市中山路三段279號至359號(單號部分),2016/03/22 13:0至2016/03/22 17:0 ,2016/03/22 17:0以後,03-9323255-50,2016/3/17~2016/3/23,260宜蘭縣宜蘭市     
【停水區域一】南投縣埔里鎮水頭里、同聲里,2016/03/21 8:0至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/17~2016/4/22,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮清新里,2016/04/22 8:0至2016/05/22 17:30,2016/05/22 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/17~2016/5/23,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮清新里,2016/04/22 8:0至2016/05/22 17:30,2016/05/22 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/17~2016/5/23,545南投縣埔里鎮     
【停水區域一】南投縣南投市東山里東山一街全部(含巷弄),2016/03/21 8:0至2016/04/18 18:0,2016/04/18 18:0(System.Web.UI.WebControls.TextBox),0492563505,2016/3/17~2016/4/19,540南投縣南投市     
【停水區域一】桃園市大園區海口里、竹圍里、三石里、?林里、大海里、埔心里、五權里等、中正東路三段及其巷弄。;桃園市中壢區中園路、中園路二段、西園路二段(以上均含其巷弄）、內定里全部。,2016/03/29 10:0至2016/03/29 17:0,2016/03/29 17:0(System.Web.UI.WebControls.TextBox),免付費服務電話：1910    大園服務所:03-3862156  中壢服務所:03-4251506,2016/3/18~2016/3/30,337桃園市大園區     320桃園市中壢區     
【區域1】台中市南區國光路/復興路/建國南路/文心南路/高工路/大明路/建成路/五權南路/南平路/忠明南路/復興園路/有恆街/公理街/學府路/復興園路/信義南街/永和街/仁德街/仁義街/永東街/復新街/興大路/永興街/高院路/福中街/福東街/福新街/福平街/美村路/工學路/工學北路/工學五街/工學三街/工學二街/大慶街一段/樹義二街/及附近一帶巷弄鄰近地區水壓降低。(文心南路以東、國光路以西、高工路(大明路)以北、建國南路以南),2016/03/21 9:0至2016/04/20 18:30【上午9點至下午6點30分】,2016/04/20 18:30以後,,2016/3/21~2016/4/21,402台中市南區       
【停水區域一】桃園市中壢區龍岡路一段273巷、健行路、華岡街、東林街、力行街等及以上其巷弄,2016/03/21 9:0至2016/03/25 18:0,2016/03/25 18:0(System.Web.UI.WebControls.TextBox),03-4251506,2016/3/21~2016/3/26,320桃園市中壢區     
【停水區域一】台中市西屯區成都路(重慶路以東、漢成六街、重慶路以西、文心路以南、何南東二街、漢成四街以北) (何福里)。;何源里;何德里,2016/03/30 9:0至2016/04/29 18:30,2016/04/29 18:30(System.Web.UI.WebControls.TextBox),04-22442649,2016/3/21~2016/4/30,407台中市西屯區     
【停水區域一】台中市西屯區成都路(甘肅路一段以東、寧夏路一段以西、寧夏西二街以南、寧夏西四街以北)何福里。;何源里;何德里,2016/03/21 9:0至2016/04/20 18:30,2016/04/20 18:30(System.Web.UI.WebControls.TextBox),04-22442649,2016/3/21~2016/4/21,407台中市西屯區     
【區域1】高雄市鳳山區中山東路(博愛路口~中山東路274巷對面)、中山東路287巷、325巷、339巷、355巷、371巷、385巷、顯惠一、二巷等,2016/03/22 9:0至2016/03/30 18:0【每日上午9點至下午6點】,2016/03/30 18:0以後,,2016/3/21~2016/3/31,830高雄市鳳山區     
【停水區域一】台中市西屯區協和南巷;協和北巷;朝馬路;安和路;水尾巷;安和二街;安和三街;福玄路;安和東路,2016/03/21 8:30至2016/04/21 18:30,2016/04/21 18:30(System.Web.UI.WebControls.TextBox),1910；04-22442469,2016/3/21~2016/4/22,407台中市西屯區     
