Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 2,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",高屏,50 - 70,懸浮微粒,3 - 5,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",雲嘉南,45 - 65,懸浮微粒,2 - 4,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",中部,45 - 65,懸浮微粒,2 - 4,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",竹苗,40 - 60,懸浮微粒,2 - 3,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",北部,45 - 60,懸浮微粒,2 - 4,2016-04-26,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",花東,25 - 45,,1 - 2,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",高屏,65 - 85,臭氧,3 - 5,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",雲嘉南,60 - 80,臭氧,3 - 6,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",中部,60 - 80,臭氧,3 - 5,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",竹苗,50 - 70,臭氧,2 - 3,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",北部,60 - 80,臭氧,3 - 4,2016-04-25,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",澎湖,30 - 50,,1 - 3,2016-04-24,2016-04-24 12:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。\r2.25日、26日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧及懸浮微粒；全臺各地及外島地區PM2.5指標為低至中等級。",金門,30 - 50,,1 - 3,2016-04-24,2016-04-24 12:00
