Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 2,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,25 - 45,,1 - 3,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",雲嘉南,25 - 45,,1 - 3,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",中部,30 - 50,,1 - 3,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",竹苗,30 - 50,,1 - 3,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",北部,50 - 70,臭氧,1 - 3,2016-07-14,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-07-13,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 2,2016-07-13,2016-07-12 12:00
"1.12日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。\r2.13、14日全臺各地PSI為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,25 - 45,,1 - 2,2016-07-13,2016-07-12 12:00
