Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,35 - 55,臭氧,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,35 - 55,臭氧,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",雲嘉南,30 - 50,,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",中部,30 - 50,,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",竹苗,50 - 70,臭氧,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",北部,65 - 85,臭氧,1 - 3,2016-08-18,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,40 - 60,臭氧,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",雲嘉南,30 - 50,,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",中部,35 - 55,臭氧,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",竹苗,40 - 60,臭氧,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",北部,50 - 70,臭氧,1 - 3,2016-08-17,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",澎湖,20 - 40,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",金門,20 - 40,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",馬祖,20 - 40,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",花東,20 - 40,,1 - 2,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",宜蘭,30 - 50,,1 - 2,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",高屏,20 - 40,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",雲嘉南,30 - 50,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",中部,70 - 90,臭氧,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",竹苗,30 - 50,,1 - 3,2016-08-16,2016-08-15 17:30
"1.16日全臺各地及外島PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島PM2.5指標為低等級。\r2.17、18全臺各地及外島地區PSI多為良好至普通等級，指標污染物為臭氧；PM2.5指標為低等級。",北部,50 - 70,臭氧,1 - 3,2016-08-16,2016-08-15 17:30
