Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,30 - 50,,2 - 3,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,35 - 55,懸浮微粒,2 - 4,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,65 - 85,懸浮微粒,6 - 9,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,60 - 80,懸浮微粒,5 - 8,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,55 - 75,懸浮微粒,3 - 7,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,40 - 60,懸浮微粒,3 - 5,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,45 - 65,懸浮微粒,3 - 6,2016-03-01,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,35 - 55,懸浮微粒,2 - 4,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,45 - 65,懸浮微粒,3 - 6,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,65 - 85,懸浮微粒,6 - 9,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,6 - 9,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,6 - 9,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,55 - 75,懸浮微粒,5 - 8,2016-02-29,2016-02-28 11:00
"1.28日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.28日雲嘉南及高屏地區PM2.5指標為中至高等級，其他地區及外島為低至中等級。\r3.29日受大陸冷氣團南下伴隨境外污染物影響，全臺各地PSI為普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標多為中至高等級。1日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,60 - 80,懸浮微粒,6 - 9,2016-02-29,2016-02-28 11:00
