Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,花東,15 - 35,,1 - 3,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,宜蘭,20 - 40,,1 - 3,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,高屏,50 - 70,懸浮微粒,3 - 6,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,雲嘉南,40 - 60,懸浮微粒,2 - 4,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,中部,40 - 60,懸浮微粒,2 - 4,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,竹苗,25 - 45,,1 - 3,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,北部,30 - 50,,1 - 3,2016-01-17,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,花東,15 - 35,,1 - 3,2016-01-16,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,宜蘭,20 - 40,,1 - 3,2016-01-16,2016-01-15 11:30
1.15日全臺及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.15日全臺及外島地區PM2.5指標為低至中等級。3.16及17日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒；全臺各地PM2.5指標為低至中等級。,高屏,60 - 80,懸浮微粒,3 - 7,2016-01-16,2016-01-15 11:30
