FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
V77A0985,,2015年第3季,0,公噸,0,公噸,0.025,公噸,0.017,公噸,完成核算
T5600036,嘉宏豆腐店,2015年第3季,0,公噸,0,公噸,0.005,公噸,0.096,公噸,核算確認中
T5000705,旭一股份有限公司,2015年第3季,0,公噸,0,公噸,0,公噸,0,公噸,完成申報
T42A5011,里一實業有限公司屏東堆置場,2015年第3季,0,公噸,0.249,公噸,0,公噸,0,公噸,完成申報
T42A3005,里一實業有限公司,2015年第3季,0,公噸,1.572,公噸,0,公噸,0,公噸,完成申報
S3503933,竹林渡假山莊,2015年第3季,0,公噸,0,公噸,0,公噸,0.007,公噸,完成核算
S2804851,冰海生物科技有限公司,2015年第3季,0,公噸,0,公噸,0.019,公噸,0.013,公噸,完成核算
S2213681,喬宏興業股份有限公司綠洲土石方資源堆置場,2015年第3季,0,公噸,3.303,公噸,0,公噸,0,公噸,完成申報
S1600395,六和耐火工業股份有限公司,2015年第3季,0.003,公噸,0,公噸,0.19,公噸,0.132,公噸,完成核算
R8804174,,2015年第3季,0,公噸,0,公噸,0.665,公噸,0.461,公噸,完成核算
R14A2514,六曜工業股份有限公司二廠,2015年第3季,0.182,公噸,0,公噸,0.002,公噸,0.029,公噸,完成申報
R14A1427,將寶實業股份有限公司,2015年第3季,0.372,公噸,0,公噸,0,公噸,0,公噸,完成申報
R1406974,百永裕實業廠,2015年第3季,0.402,公噸,0,公噸,0,公噸,0,公噸,完成申報
R1404041,王雲慶企業股份有限公司工廠,2015年第3季,0.145,公噸,0,公噸,0,公噸,0,公噸,完成申報
R1403491,六曜工業股份有限公司,2015年第3季,0.047,公噸,0,公噸,0,公噸,0.004,公噸,完成申報
R10A3829,鈺誠鋁業股份有限公司,2015年第3季,0.281,公噸,0,公噸,0.092,公噸,0.204,公噸,完成申報
R1009368,元發企業有限公司,2015年第3季,0.021,公噸,0,公噸,0,公噸,0,公噸,完成申報
R1000758,山聯長金屬股份有限公司,2015年第3季,0.06,公噸,0,公噸,0.01,公噸,0.008,公噸,完成申報
