Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,花東,20 - 40,,1 - 3,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,宜蘭,30 - 50,,1 - 3,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,高屏,50 - 70,懸浮微粒,4 - 8,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,雲嘉南,40 - 60,懸浮微粒,3 - 6,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,中部,45 - 60,懸浮微粒,3 - 5,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,竹苗,35 - 55,懸浮微粒,2 - 3,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,北部,40 - 60,懸浮微粒,2 - 4,2016-01-26,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,花東,20 - 40,,1 - 3,2016-01-25,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,宜蘭,30 - 45,,1 - 3,2016-01-25,2016-01-23 18:30
1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒。2.24日中部以南地區PM2.5為低至中等級，其他地區PM2.5為低等級。3.25日及26日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒； 高屏地區PM2.5指標為至中至高等級，其他地區為低至中等級。,高屏,50 - 75,懸浮微粒,4 - 7,2016-01-25,2016-01-23 18:30
