Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",花東,20 - 40,,1 - 2,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 2,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",高屏,55 - 75,懸浮微粒,3 - 6,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",雲嘉南,45 - 65,懸浮微粒,3 - 5,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",中部,45 - 65,懸浮微粒,2 - 4,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",竹苗,20 - 40,,1 - 3,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",北部,25 - 45,,1 - 3,2016-03-12,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",花東,20 - 40,,1 - 2,2016-03-11,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",宜蘭,25 - 45,,1 - 2,2016-03-11,2016-03-09 18:00
"1.10日全臺各地及外島PSI為良好至普通等級，指標污染物為懸浮微粒。\r2.10日全臺各地及外島PM2.5指標為低至中等級。\r3.11日、12日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒。全臺各地PM2.5指標為低至中等級。",高屏,50 - 70,懸浮微粒,3 - 5,2016-03-11,2016-03-09 18:00
