停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
苗栗縣公館鄉鶴岡村、鶴山村、尖山村等地區。,105年4月7日起,105年4月8日止(每日上午9時至下午17時，計停水8小時施工，晚上恢復供水)。,1910、苗栗營運所：037-320334,2016/3/31~2016/4/11,363苗栗縣公館鄉     
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/02/15 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】南投縣埔里鎮珠格里、溪南里,2016/02/23 8:0至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/4/22,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮大城里、西門里,2016/02/23 8:0至2016/04/30 17:30,2016/04/30 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/5/1,545南投縣埔里鎮     
【停水區域一】台中市大里區立仁里;新仁里;內新里;東昇里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;新仁路一段;新平路一段;新平路二段;精美一街;精美路,2016/02/23 8:30至2016/03/31 17:30,2016/03/31 17:30(System.Web.UI.WebControls.TextBox),04-22442469,2016/2/19~2016/4/1,412台中市大里區     411台中市太平區     
【停水區域一】台東縣大武鄉南興村,2016/02/23 15:0至2016/03/31 17:0,2016/03/31 17:0(System.Web.UI.WebControls.TextBox),089-782902,2016/2/23~2016/4/1,965台東縣大武鄉     
【停水區域一】南投縣草屯鎮四維巷.八德巷(凡爾賽宮社區),2016/03/04 9:0至2016/03/31 17:0,2016/03/31 17:0(System.Web.UI.WebControls.TextBox),0492563505,2016/3/3~2016/4/1,542南投縣草屯鎮     
【停水區域一】南投縣仁愛鄉大同村,2016/03/04 21:0至2016/03/31 8:0,2016/03/31 8:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/3/4~2016/4/1,546南投縣仁愛鄉     
