停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
通霄鎮(烏眉里)停水。,105年3月5日9時起,105年3月5日17時止,1910、通霄銅鑼營運所：037-986206,2016/3/1~2016/3/7,357苗栗縣通霄鎮     
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】嘉義縣中埔鄉金蘭村;裕民村;義仁村,2015/12/14 8:0至2016/03/15 19:0,2016/03/15 19:0以後,05-2611075,2015/12/30~2016/3/16,606嘉義縣中埔鄉     
,,,04-7353883,2016/1/4~2016/4/1,
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/02/15 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】台中市大肚區王田里.福山里含柏昇工業區,2016/02/04 8:0至2016/03/04 17:30,2016/03/04 17:30(System.Web.UI.WebControls.TextBox),26312127,2016/2/4~2016/3/5,432台中市大肚區     
【停水區域一】雲林縣虎尾鎮新吉里,2016/02/21 8:0至2016/03/21 18:0,2016/03/21 18:0(System.Web.UI.WebControls.TextBox),056322047,2016/2/16~2016/3/22,632雲林縣虎尾鎮     
【停水區域一】南投縣埔里鎮珠格里、溪南里,2016/02/23 8:0至2016/04/21 17:30,2016/04/21 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/4/22,545南投縣埔里鎮     
【停水區域一】南投縣埔里鎮大城里、西門里,2016/02/23 8:0至2016/04/30 17:30,2016/04/30 17:30(System.Web.UI.WebControls.TextBox),049-2915176,2016/2/19~2016/5/1,545南投縣埔里鎮     
【停水區域一】台中市大里區立仁里;新仁里;內新里;東昇里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;新仁路一段;新平路一段;新平路二段;精美一街;精美路,2016/02/23 8:30至2016/03/31 17:30,2016/03/31 17:30(System.Web.UI.WebControls.TextBox),04-22442469,2016/2/19~2016/4/1,412台中市大里區     411台中市太平區     
【停水區域一】彰化縣埤頭鄉新庄村;新庄路;光華路,2016/02/23 8:0至2016/03/07 18:0,2016/03/07 18:0(System.Web.UI.WebControls.TextBox),04-8882073     0912975533,2016/2/22~2016/3/8,523彰化縣埤頭鄉     
【停水區域一】台中市北屯區東山路一段147巷、東山路一段191巷、景美巷、水景街、東山路一段等包含附近巷弄,2016/03/04 8:30至2016/03/04 16:0,2016/3/4至2016/3/4每日下午 04:00以後,22210169,2016/2/22~2016/3/5,406台中市北屯區     
【停水區域一】台東縣大武鄉南興村,2016/02/23 15:0至2016/03/31 17:0,2016/03/31 17:0(System.Web.UI.WebControls.TextBox),089-782902,2016/2/23~2016/4/1,965台東縣大武鄉     
【停水區域一】高雄市小港區臨海工業區,2016/03/08 8:0至2016/03/08 18:0,2016/03/08 18:0(System.Web.UI.WebControls.TextBox),1910,2016/2/23~2016/3/9,812高雄市小港區     
【停水區域一】台東縣延平鄉桃源村全區,2016/03/01 8:0至2016/03/04 18:0,2016/03/04 18:0(System.Web.UI.WebControls.TextBox),承包商電話:0981-933361(鄭志國)    監造人員電話:0932-559811(謝仲科),2016/2/24~2016/3/5,953台東縣延平鄉     
【停水區域一】台東縣延平鄉桃源村全區,2016/03/07 8:0至2016/03/11 18:0,2016/03/11 18:0(System.Web.UI.WebControls.TextBox),承包商電話:0981-933361(鄭志國)    監造人員電話:0932-559811(謝仲科),2016/2/24~2016/3/12,953台東縣延平鄉     
【停水區域一】雲林縣土庫鎮西平里;南平里;後埔里;光榮路二段,2016/03/01 8:0至2016/03/31 18:0,2016/03/31 18:0(System.Web.UI.WebControls.TextBox),05-6622545  陳祐銓0921-350781 范雅聞0911-155483,2016/2/26~2016/4/1,633雲林縣土庫鎮     
【停水區域一】雲林縣土庫鎮全部村里;雲林縣元長鄉瓦村;後湖村;鹿北村;鹿南村;卓運村;雲林縣台西鄉和豐村;五榔村;富琦村;雲林縣東勢鄉全部村里;全部村里;雲林縣虎尾鎮全部村里;東屯里;芳草里;新興里;西屯里;雲林縣褒忠鄉全部村里,2016/03/04 22:0至2016/03/05 20:0,2016/03/05 20:0(System.Web.UI.WebControls.TextBox),05-6622545,2016/2/26~2016/3/6,633雲林縣土庫鎮     655雲林縣元長鄉     636雲林縣台西鄉     635雲林縣東勢鄉     632雲林縣虎尾鎮     634雲林縣褒忠鄉     
【停水區域一】花蓮縣光復鄉大華村,2016/03/02 8:0至2016/03/07 17:0,2016/03/07 17:0(System.Web.UI.WebControls.TextBox),038351141,2016/2/26~2016/3/8,976花蓮縣光復鄉     
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。;台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016/02/26 19:0至2016/03/31 23:0,2016/03/31 23:0(System.Web.UI.WebControls.TextBox),26312127,2016/2/26~2016/4/1,433台中市沙鹿區     434台中市龍井區     
