Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",花東,25 - 45,,1 - 3,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",高屏,75 - 95,臭氧,3 - 6,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",雲嘉南,60 - 80,臭氧,3 - 5,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,3 - 5,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",竹苗,50 - 70,臭氧,1 - 3,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",北部,60 - 80,臭氧,1 - 3,2016-10-26,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",花東,30 - 50,,1 - 3,2016-10-25,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",宜蘭,30 - 50,,1 - 3,2016-10-25,2016-10-24 11:00
"1.24日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒；PM2.5指標為低至中等級。\r2.25、26日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級，其他地區PSI為良好至普通等級；中南部地區PM2.5指標為中等級，其他地區為低至中等級。",高屏,70 - 90,臭氧,3 - 6,2016-10-25,2016-10-24 11:00
