Content,AreaName,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,20 - 40,,1 - 3,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,20 - 40,,1 - 3,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,65 - 85,臭氧,4 - 6,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,5 - 8,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,70 - 90,懸浮微粒,6 - 9,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,55 - 75,懸浮微粒,2 - 4,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,40 - 60,懸浮微粒,2 - 4,2016-03-08,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,20 - 40,,1 - 3,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,80 - 100,臭氧,6 - 9,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,6 - 9,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,5 - 8,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,50 - 70,懸浮微粒,3 - 6,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,50 - 70,懸浮微粒,3 - 6,2016-03-07,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",澎湖,30 - 50,,1 - 3,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",金門,75 - 95,懸浮微粒,6 - 9,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",馬祖,30 - 50,,2 - 3,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,20 - 40,,1 - 3,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,80 - 100,臭氧,6 - 9,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,65 - 85,懸浮微粒,6 - 10,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,懸浮微粒,6 - 9,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,50 - 70,懸浮微粒,4 - 8,2016-03-06,2016-03-06 12:00
"1.6日全臺各地及外島地區PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧。\r2.6日西半部及金門地區PM2.5指標為中至高等級，其他地區PM2.5指標為低至中等級。\r3.7日、8日全臺各地PSI為良好至普通等級，指標污染物為懸浮微粒及臭氧；中南部地區地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,50 - 70,懸浮微粒,3 - 6,2016-03-06,2016-03-06 12:00
