FacilityID,FacilityName,ReportPeriod,VOCs,UnitsOfVOCs,TSP,UnitsOfTSP,SOx,UnitsOfSOx,NOx,UnitsOfNOx,Status
X0501241,柄森企業有限公司湖西廠,2015年第4季,0,公噸,3.657,公噸,0,公噸,0,公噸,完成申報
X0405093,皓仁預拌企業有限公司,2015年第4季,0,公噸,2.307,公噸,0,公噸,0,公噸,完成申報
X0402341,豪信預拌混凝土有限公司,2015年第4季,0,公噸,0.05,公噸,0,公噸,0,公噸,完成申報
X0401577,華勇預拌混凝土有限公司,2015年第4季,0,公噸,1.193,公噸,0,公噸,0,公噸,完成申報
W0404912,金三榮工程股份有限公司土石方資源堆置處理場,2015年第4季,0,公噸,0.54,公噸,0,公噸,0,公噸,完成申報
V8903021,東宏行正興廠,2015年第4季,0,公噸,5.619,公噸,0,公噸,0,公噸,完成季登錄確認
V8803491,根基營造股份有限公司-台9線南迴公路安朔至草埔段C1橋梁標(0K+000~6K+300)新建工程,2015年第4季,0,公噸,3.009,公噸,0,公噸,0,公噸,完成季登錄確認
V8803393,互助營造股份有限公司-「台9線南迴公路安朔至草埔段C2隧道標(6k+300-11K+006)新建工程,2015年第4季,0,公噸,1.934,公噸,0,公噸,0,公噸,完成申報
V8703076,東山砂石股份有限公司,2015年第4季,0,公噸,0.229,公噸,0,公噸,0,公噸,完成季登錄確認
V8403099,顥堅有限公司東欣廠,2015年第4季,0,公噸,2.477,公噸,0,公噸,0,公噸,完成季登錄確認
V8400196,灝業採石場,2015年第4季,0,公噸,4.33,公噸,0,公噸,0,公噸,完成季登錄確認
V8300093,鹿原砂石場,2015年第4季,0,公噸,2.997,公噸,0,公噸,0,公噸,完成補件
V8203188,臺東縣長濱鄉長濱漁港,2015年第4季,0,公噸,0.653,公噸,0,公噸,0,公噸,完成季登錄確認
V8200114,長濱鄉農會水泥預拌廠,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
V8103263,臺東縣東河鄉金樽漁港,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,申報補件
V8004176,祥興砂石行,2015年第4季,0,公噸,13.199,公噸,0,公噸,0,公噸,完成季登錄確認
V8000089,礐興企業股份有限公司太麻里廠,2015年第4季,0,公噸,9.17,公噸,0,公噸,0,公噸,完成申報
V7903107,臺東縣大武鄉大武漁港,2015年第4季,0,公噸,0.653,公噸,0,公噸,0,公噸,完成季登錄確認
V7900142,立原興業股份有限公司大武廠,2015年第4季,0,公噸,0.726,公噸,0,公噸,0,公噸,完成季登錄確認
V7900124,兄弟砂石場,2015年第4季,0,公噸,2.808,公噸,0,公噸,0,公噸,完成季登錄確認
V7900026,久明企業有限公司大武廠,2015年第4季,0,公噸,26.734,公噸,0,公噸,0,公噸,完成季登錄確認
V7703330,俊發砂石場二廠,2015年第4季,0,公噸,2.49,公噸,0,公噸,0,公噸,完成申報
V7700295,俊發砂石場,2015年第4季,0,公噸,6.74,公噸,0,公噸,0,公噸,完成申報
V7603111,正群實業股份有限公司,2015年第4季,0,公噸,0.274,公噸,0,公噸,0,公噸,完成季登錄確認
V7603068,展憲企業有限公司,2015年第4季,0,公噸,1.88,公噸,0,公噸,0,公噸,申報補件
V7600423,晉誠有限公司,2015年第4季,0,公噸,0.376,公噸,0,公噸,0,公噸,完成季登錄確認
V75A7842,宏騰砂石有限公司,2015年第4季,0,公噸,1.64,公噸,0,公噸,0,公噸,完成季登錄確認
V75A4888,瑞晟砂石有限公司,2015年第4季,0,公噸,7.195,公噸,0,公噸,0,公噸,完成季登錄確認
V75A3474,鈜業企業有限公司,2015年第4季,0,公噸,10.109,公噸,0,公噸,0,公噸,申報補件
V7504999,益源砂石有限公司,2015年第4季,0,公噸,0.394,公噸,0,公噸,0,公噸,完成季登錄確認
V7504873,上勇開發有限公司,2015年第4季,0,公噸,0.975,公噸,0,公噸,0,公噸,完成季登錄確認
V7504720,澄憶企業有限公司,2015年第4季,0,公噸,0.05,公噸,0,公噸,0,公噸,完成季登錄確認
V7504711,佛昀企業有限公司,2015年第4季,0,公噸,1.109,公噸,0,公噸,0,公噸,完成季登錄確認
V7504060,永固企業社,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,申報補件
V7501498,太煌企業有限公司,2015年第4季,0,公噸,0.023,公噸,0,公噸,0,公噸,完成季登錄確認
V7501489,佛育企業股份有限公司吉林廠,2015年第4季,0,公噸,7.792,公噸,0,公噸,0,公噸,申報補件
V7501470,本上企業有限公司,2015年第4季,0,公噸,1.616,公噸,0,公噸,0,公噸,完成季登錄確認
V7500660,興東興業股份有限公司,2015年第4季,0,公噸,4.847,公噸,0,公噸,0,公噸,完成季登錄確認
U9903255,弘華砂石股份有限公司,2015年第4季,0,公噸,0.596,公噸,0,公噸,0,公噸,完成季登錄確認
U9900487,瑞岡砂石瀝青混凝土廠,2015年第4季,0,公噸,0,公噸,0,公噸,0,公噸,完成季登錄確認
U97A0049,鈺峻興業有限公司,2015年第4季,0,公噸,0.879,公噸,0,公噸,0,公噸,完成季登錄確認
U9700218,政旺企業股份有限公司,2015年第4季,0,公噸,2.274,公噸,0,公噸,0,公噸,完成季登錄確認
