停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
【停水區域一】南投縣水里鄉民族路、玉山街、北埔街、東三街、五福路、博愛路、六合路、中山二街、中山路一段等路段(含巷弄)。;鉅工村;南光村;北埔村,2015/11/30 8:30至2016/04/29 18:0,2016/04/29 18:0以後,049-2762076#203,2015/11/30~2016/4/30,553南投縣水里鄉     
【停水區域一】嘉義市西區鐵路以西所有用戶。;嘉義市東區鐵路以東，由博東路以南，接圓福街以西接民權路(圓福街至啟明路)接啟明路以西、接彌陀路以西，八掌溪以北。;嘉義縣水上鄉民生村、三和村、內溪村、寬士村、柳鄉村、柳林村、柳新村、回歸村、下寮村、粗溪村、大堀村、水上村、水頭村、南和村、靖和村、龍德村等16村。,2015/12/01 8:0至2016/01/17 0:0,2016/01/17 0:0以後,05-2762286，05-2681580,2015/11/30~2016/1/18,600嘉義市西區       600嘉義市東區       608嘉義縣水上鄉     
【停水區域一】高雄市甲仙區光華路;高雄市杉林區通仙巷,2015/11/10 8:0至2016/05/20 21:0,2016/05/20 21:0以後,076613807,2015/11/30~2016/5/21,847高雄市甲仙區     846高雄市杉林區     
【停水區域一】南投縣竹山鎮民生巷、沉潭巷及其部分巷道,2015/10/13 14:0至2016/02/29 18:0,2016/02/29 18:0以後,0492642074,2015/12/7~2016/3/1,557南投縣竹山鎮     557南投縣竹山鎮     
【停水區域一】南投縣南投市軍功里;軍功路(含巷弄);下雨天不施工順延,2015/12/21 8:30至2016/01/20 18:0,2016/01/20 18:0以後,049-2563505,2015/12/16~2016/1/21,540南投縣南投市     
【停水區域一】南投縣仁愛鄉大同村,2015/12/23 21:0至2016/01/30 8:0,2016/01/30 8:0以後,049-2915176,2015/12/23~2016/1/31,546南投縣仁愛鄉     
【停水區域一】雲林縣虎尾鎮新興里;中山里,2015/12/29 8:0至2016/01/28 18:30,2016/01/28 18:30以後,056322047,2015/12/28~2016/1/29,632雲林縣虎尾鎮     
【停水區域一】嘉義縣中埔鄉金蘭村;裕民村;義仁村,2015/12/14 8:0至2016/03/15 19:0,2016/03/15 19:0以後,05-2611075,2015/12/30~2016/3/16,606嘉義縣中埔鄉     
【停水區域一】台中市烏日區烏日里大同路、大同二街、大同三街、大同五街、大同六街、大同七街、大同八街、大同十街、民族街、民權街、民生街、永春東三南路、光日路（建國路以北）。（以上分段施工）,2015/10/15 8:30至2016/01/31 18:0,2016/01/31 18:0以後,04-23381614,2015/12/31~2016/2/1,414台中市烏日區     
,,,04-7353883,2016/1/4~2016/4/1,
【停水區域一】台中市沙鹿區三鹿里、埔子里、自強路、自立路、中園街、國昌一街、國昌二街、國昌三街、國昌四街、中樂街、正德路、正順路、正英路附近區域(含巷弄)。;台中市龍井區龍泉里、龍社路、南社路、中社路、水裡社街附近區域(含巷弄)。,2016/01/01 19:0至2016/01/31 23:0,2016/01/31 23:0以後,26312127,2016/1/4~2016/2/1,433台中市沙鹿區     434台中市龍井區     
【停水區域一】台中市大里區立仁里;新仁里;東昇里;內新里;好來一街;好來七街;好來二街;好來三街;好來五街;好來六街;台中市太平區太平里;建國里;永平路一段;永平路二段;永平路三段;永豐北路;永豐路;新仁路一段;新平路二段;精美一街;精美路,2016/01/05 8:30至2016/01/31 17:30,2016/01/31 17:30以後,04-22442469,2016/1/7~2016/2/1,412台中市大里區     411台中市太平區     
【停水區域一】彰化縣秀水鄉金興村、陜西村等一帶;彰化縣花壇鄉花壇村一帶,2016/01/07 8:0至2016/01/21 18:0,2016/01/21 18:0以後,監工人員-蘇健源04-7245031*302、承包商-裕緯營造工程有限公司-林美秀04-8911223,2016/1/7~2016/1/22,504彰化縣秀水鄉     503彰化縣花壇鄉     
【停水區域一】高雄市楠梓區楠梓加工區,2016/01/17 9:0至2016/01/17 21:0,2016/01/17 21:0以後,1910,2016/1/8~2016/1/18,811高雄市楠梓區     
【停水區域一】南投縣草屯鎮草屯市區轄區(均含巷弄);上林里;土城里;山腳里;中山里;中正里;玉峰里;和平里;明正里;炎峰里;復興里;敦和里;敦和里;新庄里;新厝里;碧洲里;碧峰里;復興里(均含巷弄),2016/01/08 16:0至2016/01/24 23:59,2016/01/24 23:59以後,049-2563505,2016/1/8~2016/1/25,542南投縣草屯鎮     
【停水區域一】屏東縣牡丹鄉四林村;屏東縣車城鄉保力村;屏東縣恆春鎮全區;屏東縣滿州鄉全區,2016/01/19 9:0至2016/01/19 17:0,2016/01/19 17:0以後,1910,2016/1/11~2016/1/20,945屏東縣牡丹鄉     944屏東縣車城鄉     946屏東縣恆春鎮     947屏東縣滿州鄉     
【停水區域一】彰化縣北斗鎮西德里;中山路一段260巷22.23.30.36.37等弄{全部},2016/01/12 9:0至2016/01/25 17:0,2016/01/25 17:0以後,04-8882073     0912975533,2016/1/12~2016/1/26,521彰化縣北斗鎮     
【停水區域一】彰化縣埤頭鄉新庄村;新庄路396.375.93.66等巷{全部};芙朝路,2016/01/13 8:0至2016/01/30 17:0,2016/01/30 17:0以後,04-8882073     0912975533,2016/1/12~2016/1/31,523彰化縣埤頭鄉     
【停水區域一】台南市官田區隆田里{全部無水};隆本里{全部無水};中山路一段{全部無水};三民路{全部無水};春節期間105年2月1日~2月14日禁挖正常供水;於105年2月15日進場開挖每日上午8點至下午6點全部無水,2016/01/20 8:0至2016/03/31 18:0每日上午8點至下午6點,每日下午6點後至翌日早上8點,(06)5721166,2016/1/12~2016/4/1,720台南市官田區     
【停水區域一】台中市南屯區五權西路二段;大墩四街;大墩六街;大墩七街;惠德街全部{全部；惠心街;田心北三巷;萬和路二段,2016/01/01 9:0至2016/01/31 18:0,2016/01/31 18:0以後,1910、(04)22442469,2016/1/13~2016/2/1,408台中市南屯區     
,,,1910,2016/1/13~2016/1/25,
【停水區域一】高雄市大樹區三和里;大坑里;三和路;大坑路,2016/01/18 8:0至2016/02/06 19:0,2016/02/06 19:0以後,(07)7424163,2016/1/13~2016/2/7,840高雄市大樹區     
【停水區域一】高雄市大寮區過溪里,2016/01/18 8:0至2016/02/06 18:0,2016/02/06 18:0以後,(07)7424163,2016/1/13~2016/2/7,831高雄市大寮區     
【停水區域一】新北市三峽區溪北里、溪東里、成福里、竹崙里;介壽路三段、橫溪路、溪北街，溪東路，成福路，紫微、竹坑路。;新北市土城區大安里、員仁里、沛陂里、永寧里、頂埔里、祖田里、頂新里、頂福里共8里。;【亞洲路、員安路、大安路、永安街、永和街、承天路、南天母路、永寧路、永平路、大暖路、中州路、頂埔街、溪頭路、龍泉路、中央路4段、民安街、金安街、福安街、德安街、三民路、民族路、信義路、中山路、成功街、復興街、中興街、自由街、民權街、民生街、自強街、勝利街、忠義路(高速公路以南)、土城工業區等全部（含單雙號及巷弄）、城林路（單號）、、中央路3段103號~285-2號（含巷弄）、中央路3段116巷~284號（含巷弄）】,2016/01/19 0:0至2016/01/19 9:0,2016/01/19 9:0以後,1910客服中心  土城服務所2265-5172  鶯歌服務所2679-2224  區管理處2996-8961,2016/1/14~2016/1/20,237新北市三峽區     236新北市土城區     
【停水區域一】新北市板橋區大觀路1段1號至59號雙側(含巷弄),2016/01/18 9:0至2016/01/29 18:0,2016/01/29 18:0以後,(02)29968961#308,2016/1/14~2016/1/30,220新北市板橋區     
【停水區域一】新北市板橋區大觀路2段59巷至339號單號側(含巷弄),2016/01/18 9:0至2016/01/27 18:0,2016/01/27 18:0以後,(02)29968961#308,2016/1/14~2016/1/28,220新北市板橋區     
【停水區域一】雲林縣台西鄉和豐村;富琦村;雲林縣東勢鄉四美村;同安村;安南村;昌南村;新坤村;雲林縣褒忠鄉馬鳴村,2016/01/18 8:0至2016/01/19 18:0,2016/01/19 18:0以後,05-6622545,2016/1/14~2016/1/20,636雲林縣台西鄉     635雲林縣東勢鄉     634雲林縣褒忠鄉     
,,,5972682,2016/1/15~2016/1/19,
【停水區域一】南投縣南投市南投市彰南路三段190號至1123號路段(包含巷弄);成功東路(包含巷弄);華陽路巷弄;自立一路巷弄;中華路巷弄,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,2222635,2016/1/15~2016/1/19,540南投縣南投市     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】新北市林口區興林一街151巷全,2016/01/18 9:0至2016/01/18 16:0,2016/01/18 16:0以後,02-26031880,2016/1/15~2016/1/19,244新北市林口區     
【停水區域一】台中市龍井區三德里、龍津里、三港路、三港路188巷等附近區域含巷弄。,2016/01/18 8:30至2016/01/18 15:30,2016/01/18 15:30以後,04-26312127,2016/1/16~2016/1/19,434台中市龍井區     
【區域1】彰化縣大村鄉南勢村;茄苳村;新興村;過溝村;擺塘村;大崙村;加錫村;中正西路;加錫一巷,2016/01/16 19:10至2016/01/17 12:59 ,2016/01/17 12:59以後,04-7867970,2016/1/17~2016/1/18,515彰化縣大村鄉     
【區域1】彰化縣大村鄉南勢村;茄苳村;新興村;過溝村;擺塘村;大崙村;加錫村;中正西路;加錫一巷,2016/01/16 19:10至2016/01/17 12:0 ,2016/01/17 12:0以後,04-7867970,2016/1/17~2016/1/18,515彰化縣大村鄉     
【區域1】雲林縣虎尾鎮廉使里、文科路,2016/01/17 8:6至2016/01/17 13:0 ,2016/01/17 13:0以後,,2016/1/17~2016/1/18,632雲林縣虎尾鎮     
【區域1】桃園市大園區埔心里、五權里,2016/01/17 9:0至2016/01/17 17:0 ,2016/01/17 17:0以後,,2016/1/17~2016/1/18,337桃園市大園區     
【區域1】苗栗縣苗栗市新苗里、維祥里、新東街、復興路二段,2016/01/17 9:3至2016/01/17 17:0 ,2016/01/17 17:0以後,,2016/1/17~2016/1/18,360苗栗縣苗栗市     
【區域1】桃園市龍潭區永昌路、石門電廠,2016/01/17 10:30至2016/01/17 14:0 ,2016/01/17 14:0以後,,2016/1/17~2016/1/18,325桃園市龍潭區     
【停水區域一】南投縣南投市永鳴路、工業北路,2016/01/17 12:20至2016/01/17 20:20,2016/01/17 20:20以後,2222635,2016/1/17~2016/1/18,540南投縣南投市     
【區域1】台南市歸仁區南丁路、民生北街、南潭一、二街(附近巷弄),2016/01/17 12:30至2016/01/17 17:0 ,2016/01/17 17:0以後,,2016/1/17~2016/1/18,711台南市歸仁區     
【停水區域一】台中市大里區仁愛路;吉祥街;向學一路;向學路;文化街;至善路;成功路;成功二路等附近一帶;五福二街;五福三街;仁化路;仁德街;光明路;塗城路,2016/01/17 11:0至2016/01/17 17:0,2016/01/17 17:0以後,1910;22442469,2016/1/17~2016/1/18,412台中市大里區     
【停水區域一】雲林縣斗六市斗六市中堅西路與建成路口管漏修理,2016/01/17 13:30至2016/01/17 17:30,2016/01/17 17:30以後,05-5322844,2016/1/17~2016/1/18,640雲林縣斗六市     
【區域1】桃園市龍潭區永昌路、石門電廠,2016/01/17 10:30至2016/01/17 18:0 ,2016/01/17 18:0以後,,2016/1/17~2016/1/18,325桃園市龍潭區     
【區域1】桃園市龍潭區永昌路、石門電廠,2016/01/17 10:30至2016/01/17 18:0 ,2016/01/17 18:0以後,,2016/1/17~2016/1/18,325桃園市龍潭區     
【停水區域一】台中市大肚區自強里.蔗蔀里.瑞井里;台中市西屯區協和里、福恩里、福中里、福和里、福安里、福雅里、福林里、福聯里、福瑞里、永安里、林厝里;通山路以南(國安二路、西屯路三段、福林路、福科路、福雅路、台灣大道三段、東海大學等一帶);國際街以東至國道1號;台中工業區;台中市南屯區春社里、春安里、文山里、寶山里(永春南路以北(嶺東路、向上路五段、安和路、忠勇路、嶺東科技大學一帶));台中市烏日區學田里、三和里(學田路312巷至忠勇路口、便行巷全部、成功東路全部、溫泉路全部、成功西路（清新、南山2戶）);台中市龍井區東海里.新東里.新庄里.南寮里,2016/01/23 10:0至2016/01/24 9:0,2016/01/24 9:0以後,22215169;26312127;23381614;1910,2016/1/17~2016/1/25,432台中市大肚區     407台中市西屯區     408台中市南屯區     414台中市烏日區     434台中市龍井區     
【停水區域一】雲林縣斗六市全斗六市區 榮譽路 文化路,2016/01/17 22:0至2016/01/18 1:0,2016/01/18 1:0以後,05-5322362,2016/1/17~2016/1/19,640雲林縣斗六市     
【停水區域一】高雄市苓雅區復興二路及興中一路一帶,2016/01/18 14:0至2016/01/18 17:0,2016/01/18 17:0以後,07-3312292-237,2016/1/18~2016/1/19,802高雄市苓雅區     
【停水區域一】嘉義縣竹崎鄉桃源村,2016/01/18 8:30至2016/01/18 17:0,2016/01/18 17:0以後,05-2611075,2016/1/18~2016/1/19,604嘉義縣竹崎鄉     
【停水區域一】高雄市大寮區自由路、民德路、自由路155巷、莊敬路、民德路、中正路88巷、捷西路等附近地區,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,7883714,2016/1/18~2016/1/19,831高雄市大寮區     
【停水區域一】高雄市鳳山區華江街、南榮路、南江街、南華路、鳳南路等附近地區,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,7883714,2016/1/18~2016/1/19,830高雄市鳳山區     
【區域1】台東縣台東市中山路、浙江路、馬亨亨大道、開封街、四維路二段,2016/01/19 14:0至2016/01/19 18:0【下午2點至下午6點】,2016/01/19 18:0以後,承包商電話:0919-322763(翁一正)    監造人員電話:0926-272858(蔡志揚),2016/1/18~2016/1/20,950台東縣台東市     
【停水區域一】桃園市楊梅區瑞坪里;梅獅路二段;蘋果路;,2016/01/18 8:0至2016/01/18 12:0,2016/01/18 12:0以後,03-4789261,2016/1/18~2016/1/19,326桃園市楊梅區     
【停水區域一】高雄市鳳山區文衡路、文德路、文殿街、文昌街、青年路二段、文龍東路、建國路三段、文龍路等附近地區,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,7883714,2016/1/18~2016/1/19,830高雄市鳳山區     
【停水區域一】台中市潭子區福仁里圓通南路(中山路至勝利路);興華一路(甘水路一段以北),2016/01/18 8:0至2016/01/30 17:0,2016/01/30 17:0以後,04-25722643豐原給水廠,2016/1/18~2016/1/31,427台中市潭子區     
【停水區域一】高雄市鳳山區五甲一路、國富路、凱旋路、國泰路、國隆路、新富路等附近地區,2016/01/18 9:0至2016/01/18 20:0,2016/01/18 20:0以後,7883714,2016/1/18~2016/1/19,830高雄市鳳山區     
【停水區域一】高雄市橋頭區仕隆里;仕豐里,2016/01/18 8:0至2016/01/18 18:0,2016/01/18 18:0以後,07-6222814,2016/1/18~2016/1/19,825高雄市橋頭區     
【停水區域一】南投縣名間鄉名間鄉員集路右側部份,2016/01/18 9:0至2016/01/18 12:0,2016/01/18 12:0以後,0462762076,2016/1/18~2016/1/19,551南投縣名間鄉     
【停水區域一】南投縣南投市八卦路;八德路;大彰路一段;鳳山路(以上包含巷弄),2016/01/18 9:30至2016/01/18 14:30,2016/01/18 14:30以後,0492222635,2016/1/18~2016/1/19,540南投縣南投市     
【停水區域一】台南市新營區復興路511巷全部,2016/01/19 8:30至2016/01/19 12:0,2016/01/19 12:0以後,06-6322191-30,2016/1/18~2016/1/20,730台南市新營區     
【停水區域一】高雄市鳥松區仁德路;美山路,2016/01/18 9:0至2016/01/18 17:0,2016/01/18 17:0以後,6512077,2016/1/18~2016/1/19,833高雄市鳥松區     
【停水區域一】新北市五股區凌雲路三段24巷全含周邊巷弄,2016/01/18 9:0至2016/01/18 17:0,2016/01/18 17:0以後,29097480,2016/1/18~2016/1/19,248新北市五股區     
【停水區域一】桃園市八德區廣福路1357巷,2016/01/18 9:0至2016/01/18 14:0,2016/01/18 14:0以後,3346128,2016/1/18~2016/1/19,334桃園市八德區     
【停水區域一】台南市善化區民生路,2016/01/18 9:30至2016/01/18 12:0,2016/01/18 12:0以後,065974290,2016/1/18~2016/1/19,741台南市善化區     
【停水區域一】彰化縣田中鎮興工路,2016/01/18 9:0至2016/01/18 15:0,2016/01/18 15:0以後,048793277,2016/1/18~2016/1/19,520彰化縣田中鎮     
【停水區域一】台中市太平區台中市/太平區/成功東路全部;中平路全部;中興路全部;中興東路全部;建興路全部;中平路順昌巷全部;永平南路全部;成功路全部;復興街全部 等附近一帶,2016/01/18 9:0至2016/01/18 17:0,2016/01/18 17:0以後,22442469.1910,2016/1/18~2016/1/19,411台中市太平區     
【停水區域一】南投縣埔里鎮薰化里,2016/01/18 9:0至2016/01/18 14:0,2016/01/18 14:0以後,049-2915176,2016/1/18~2016/1/19,545南投縣埔里鎮     
