停水範圍,停水期間,恢復供水時間,查詢電話,發佈期間,發佈區域
停水區域:埤島里、義山里、興仁里、賢孝里、崁頂里及屯山里含各巷弄<BR>水壓降低地區:直接用水戶及近市區部份偏高邊遠地區等一帶水壓降低。<BR>,105年7月19日9時,105年7月19日19時,淡水營運所連絡電話:02-26212267、02-26213170,2016/7/15~2016/7/19,251新北市淡水區     
停水區域:埤島里、義山里、興仁里、賢孝里、崁頂里及屯山里含各巷弄<BR>水壓降低地區:直接用水戶及近市區部份偏高邊遠地區等一帶水壓降低。,105年7月20日9時,105年7月20日19時,淡水營運所連絡電話:02-26212267、02-26213170,2016/7/15~2016/7/20,251新北市淡水區     
【停水區域一】苗栗縣頭份鎮濫坑里 金印山莊地區  (預計施工期4~5個月)建請裝置加壓馬達用水,2016/03/25 19:0至2016/08/31 19:0,2016/3/25至2016/8/31每日下午 07:00以後,623500   628000,2016/3/25~2016/9/1,351苗栗縣頭份鎮     
【停水區域一】南投縣魚池鄉大林村、共和村,2016/04/08 9:0至2016/10/31 18:0,2016/10/31 18:0(System.Web.UI.WebControls.TextBox),049-2915176,2016/4/7~2016/11/1,555南投縣魚池鄉     
【停水區域一】南投縣埔里鎮牛眠里,2016/06/22 8:0至2016/07/22 17:0,2016/07/22 17:0(每日上午8點至下午5點(假日採不停水施工，水壓可能略有降低)),049-2915176,2016/6/21~2016/7/23,545南投縣埔里鎮     
【停水區域一】台中市南屯區台中市/南屯區/忠勇路(協和南巷以南、五權西路三段以北路段)雙側，五權西路三段(高速公路以西、文山北巷以東) ，寶山里等附近一帶巷弄。,2016/06/25 8:30至2016/07/23 17:30,2016/07/23 17:30(),04-22442469.....1990,2016/6/24~2016/7/24,408台中市南屯區     
【停水區域一】台東縣卑南鄉初鹿村初鹿一、二、三街及梅園路、文泰路及忠孝路等全部及其巷道,2016/06/26 8:0至2016/07/16 18:0,2016/07/16 18:0(每日上午8點至下午6點(間歇性分段停水施工)),承包商電話:0937-390925(陳連文)    監造人員電話:0932-559811(謝仲科),2016/6/26~2016/7/17,954台東縣卑南鄉     
【停水區域一】台中市太平區台中市/太平區/新仁路二段南北雙側至中興路東側、甲堤路西側。(內新里、東昇里)；新仁路一段南北雙側至甲堤路東側、永豐路西側(立仁里、新仁里)；好來五街東西側雙向至甲堤路東側、立仁路西側、立新一街北側、新仁路一段南側。(立仁里),2016/07/01 8:30至2016/07/31 17:30,2016/07/31 17:30(自 105年7月1日8時30分 起迄 105年7月31日17時30分 止),04-22442469,2016/6/29~2016/8/1,411台中市太平區     
【停水區域一】台中市烏日區溪南路一段81~801號單號側含巷弄、福泰街含巷弄、後底溪路含巷弄、環中路8段206弄（含弄）、260巷（含弄）、332巷（含弄）、588巷（含弄）、溪福路1~130號間含巷弄,2016/06/30 9:0至2016/07/31 19:0,2016/07/31 19:0(),0423381614,2016/6/29~2016/8/1,414台中市烏日區     
【停水區域一】台中市西屯區詳如停水公告;範圍 : 重慶路(台灣大道二段以東、華美西街二段以西、文心路以南、漢口路二段以北);里別 :  (何源里、何福里、何德里、何仁里、何安里、何厝里)。;路名 : ;成都路(全部)，重慶路(部份)，河南路(文心路至漢口路)，寧夏路(文心路至漢口路)，華美西街二段(文心路至太原路)，內江街(全部)，合江街(全部)，內江街(全部) ，漢城街(全部)，永昌街(全部)，河南東街(全部)，寧夏東街(部份)，寧夏西街(部份) ，何安巷(全部)，銀聯巷(全部)，青海路(文心至漢口)，四川路(全部)，四川街(全部)，四川東街(全部)，何厝街(全部)，何厝東街(全部)，甘州街(全部) ，甘州路(全部)，天水西街(全部)，天水中街(全部),2016/07/01 9:0至2016/07/23 18:0,2016/07/23 18:0(每日上午8點至下午6點),04-22442649,2016/6/30~2016/7/24,407台中市西屯區     
