Content,Area,PSI,MajorPollutant,FPMI,ForecastDate,PublishTime
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,25 - 45,,1 - 3,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,25 - 45,,1 - 3,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,85 - 105,臭氧,5 - 8,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,70 - 90,臭氧,4 - 7,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,60 - 80,臭氧,3 - 6,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,45 - 65,臭氧,2 - 3,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,45 - 65,臭氧,2 - 4,2016-10-25,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,25 - 45,,1 - 3,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,15 - 35,,1 - 3,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,60 - 80,臭氧,4 - 6,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,80 - 100,臭氧,4 - 6,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,55 - 75,臭氧,3 - 5,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,45 - 65,懸浮微粒,2 - 3,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,45 - 65,臭氧,2 - 4,2016-10-24,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",澎湖,25 - 45,,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",金門,30 - 50,,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",馬祖,25 - 45,,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",花東,30 - 50,,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",宜蘭,35 - 55,臭氧,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",高屏,45 - 65,臭氧,2 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",雲嘉南,40 - 60,臭氧,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",中部,45 - 65,臭氧,1 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",竹苗,40 - 60,臭氧,2 - 3,2016-10-23,2016-10-22 16:30
"1.23日全臺各地及外島地區PSI為良好至普通等級，指標污染物為臭氧；全臺各地及外島地區PM2.5指標為低等級。\r2.24日、25日中南部地區臭氧濃度偏高，局部地區空氣品質達不良等級；其他地區PSI為良好至普通等級，指標污染物為臭氧；中南部地區PM2.5指標為中至高等級，其他地區為低至中等級。",北部,50 - 70,臭氧,1 - 3,2016-10-23,2016-10-22 16:30
